text,language,century,region,script_type,shelfmark,verse,genre,project,line_type,gen_split,source_idx,image_path,source_corpus
a La court de londres ou plus se tous tenoit le Roy,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,dev,43024,images/ligne_43024.png,CATMuS
suppl. fr.,French,14,MarginTextZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43025,images/ligne_43025.png,CATMuS
matĩ Recorderont. On lapoloit gui seignr̃ de hãtõne,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43026,images/ligne_43026.png,CATMuS
en sa malle houre. En prist une fille de noble hõme,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43027,images/ligne_43027.png,CATMuS
la moincion de Ieunesse qui la gouu̾noit. ꝯme celle qui,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43028,images/ligne_43028.png,CATMuS
un puisse mieulx souuenir a aulx ou celles qui ceste,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43029,images/ligne_43029.png,CATMuS
q̃ nul ne lon sceut destourn̾. Sy sen Repenti depuis,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43030,images/ligne_43030.png,CATMuS
POUR,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,HeadingLine,train,43031,images/ligne_43031.png,CATMuS
nature desbilite et feble au Regart delle qui,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43032,images/ligne_43032.png,CATMuS
en sa ⟦f⟧ estoit Bien pencee ⁊ Bien nourrie Bñ.,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43033,images/ligne_43033.png,CATMuS
soy que Iamais meilleur ne plus doulce uie naroit,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43034,images/ligne_43034.png,CATMuS
saire quelle te pouoit auoir a son plaisir. Dont,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43035,images/ligne_43035.png,CATMuS
aueq le seigneur de hantonne mausdisant qui a,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43036,images/ligne_43036.png,CATMuS
cõuenoit. La dame ainsi souuent pencant ⁊ ꝯme,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43037,images/ligne_43037.png,CATMuS
souuent se clamoit lasse et maleureuse. pencant a,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43038,images/ligne_43038.png,CATMuS
5345,French,14,MarginTextZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43039,images/ligne_43039.png,CATMuS
nourir bñ diligẽment si le ueoit chũn Iour tant,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43040,images/ligne_43040.png,CATMuS
qun pour a donq Regnoit en Icelui paiz. Il estoit plain,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43041,images/ligne_43041.png,CATMuS
ne Requeroit que esbatement ⁊ Ioieusete par,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43042,images/ligne_43042.png,CATMuS
baptesme fut apele Beufues. Icelui enfant fut bñ,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43043,images/ligne_43043.png,CATMuS
depuis. dun chlr̾ moult aaigie qui en son temps po᷑,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43044,images/ligne_43044.png,CATMuS
mary le lui auoit donne Car ce nestoit mie ce qui lui,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43045,images/ligne_43045.png,CATMuS
listoire. se ce fut a la p̃miere ou deux ͫ ͤ fẽme. Mais,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43046,images/ligne_43046.png,CATMuS
pour le temps que les chlr̾ ⁊ errans y souloient querir,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43047,images/ligne_43047.png,CATMuS
Celle dame ueant son seignr̾ uielx et flory. de,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43048,images/ligne_43048.png,CATMuS
AD.,French,14,MarginTextZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43049,images/ligne_43049.png,CATMuS
dames. Et de son nom uoult listoire parler ades quil,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43050,images/ligne_43050.png,CATMuS
Se usee ne ueult desous Et le Bien prendre,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43051,images/ligne_43051.png,CATMuS
de ses hõmes Bien uenu en toux lieux Et pas espãl,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43052,images/ligne_43052.png,CATMuS
elle Et engendra ung beau filz. le quel en nom de,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43053,images/ligne_43053.png,CATMuS
fin des ꝯpte tant belle la uist quil lespousa. geust aueq,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43054,images/ligne_43054.png,CATMuS
de uaillance garin donne. et plain de bon conseil. Et,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43055,images/ligne_43055.png,CATMuS
lois que Ieunesse le gouu̾noit. estoit Riche. saige. ayme,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43056,images/ligne_43056.png,CATMuS
1,French,14,NumberingZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43057,images/ligne_43057.png,CATMuS
La dame qui tant belle feme amoureuse et fresche,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43058,images/ligne_43058.png,CATMuS
uenu Car moult layma son pe̾. Et le fist pencer Et,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43059,images/ligne_43059.png,CATMuS
pouoit desirre. excepte de ce qui plus lui estoit neces,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43060,images/ligne_43060.png,CATMuS
les aduantures. En aduint une. nõmie pour lois Mais.,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43061,images/ligne_43061.png,CATMuS
tous les iours. au deduit gracieulx. se leua ꝑuint,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43062,images/ligne_43062.png,CATMuS
neant met lõme peine il aprender,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43063,images/ligne_43063.png,CATMuS
estoit que merueillee estoit de sa grant beaulte ueoir,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43064,images/ligne_43064.png,CATMuS
tousiours auoit este amoureux par espãl de belles,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43065,images/ligne_43065.png,CATMuS
Riche bien emparentee. Et tellement a son plaisir,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43066,images/ligne_43066.png,CATMuS
uestue ⁊ paree. Et pouruoire de toutes choses quelle,French,14,MainZone,Cursiva,"Paris, BnF, fr. 12554",prose,Narratives,HTRomance,DefaultLine,train,43067,images/ligne_43067.png,CATMuS
Tout temps uuelent cest uerite,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,test,43068,images/ligne_43068.png,CATMuS
temãry hus mox compessat uotib cur,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,test,43069,images/ligne_43069.png,CATMuS
Et symonie qui est forte,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,test,43070,images/ligne_43070.png,CATMuS
Damer foi raison ⁊ droicture,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,test,43071,images/ligne_43071.png,CATMuS
Pour les biens quil ont ⁊ les rentes,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,test,43072,images/ligne_43072.png,CATMuS
Qui atiex gens seruir saerdent,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,dev,43073,images/ligne_43073.png,CATMuS
⁊ fauuel qui les rentes donne,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,dev,43074,images/ligne_43074.png,CATMuS
IL nest mes temps que len mire,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,dev,43075,images/ligne_43075.png,CATMuS
De bien paier a dieu sa rente,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,dev,43076,images/ligne_43076.png,CATMuS
respitat dum componendis seculis mi,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,dev,43077,images/ligne_43077.png,CATMuS
Que diex en son grant iugement,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43078,images/ligne_43078.png,CATMuS
ieunuis uerbo popusis clamat iam,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43079,images/ligne_43079.png,CATMuS
Ne soient hors de leur droit estre,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43080,images/ligne_43080.png,CATMuS
Leur principal doit estre entente,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43081,images/ligne_43081.png,CATMuS
A genouz ⁊ en toutes guises,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43082,images/ligne_43082.png,CATMuS
A nos prelas doint diex auis,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43083,images/ligne_43083.png,CATMuS
mutis iam paret cambus cur ingre,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43084,images/ligne_43084.png,CATMuS
⁊ les honneurs si les decoiuent,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43085,images/ligne_43085.png,CATMuS
Par quoi il soient plus rauis,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43086,images/ligne_43086.png,CATMuS
Ne regarde pas sa ꝑsonne,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43087,images/ligne_43087.png,CATMuS
Quil auront au general conte,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43088,images/ligne_43088.png,CATMuS
En prendra cruel uengement,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43089,images/ligne_43089.png,CATMuS
Diex les gart quil nen aient honte,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43090,images/ligne_43090.png,CATMuS
a uero semꝑ deuis uentus uacatis operi,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43091,images/ligne_43091.png,CATMuS
De mon temps prelat esleu,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43092,images/ligne_43092.png,CATMuS
Des autres estaz pourueons,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43093,images/ligne_43093.png,CATMuS
Se par ẜuir ne le pourchace,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43094,images/ligne_43094.png,CATMuS
de celi qui le bien desert,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43095,images/ligne_43095.png,CATMuS
tratus quisq nusitat pro ditandis,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43096,images/ligne_43096.png,CATMuS
impii induratis cer uicibus ⁊ ausi,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43097,images/ligne_43097.png,CATMuS
IL ne pensent pas aus uestas,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43098,images/ligne_43098.png,CATMuS
ad uste .ii. ⁊ ueri mercenaris,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43099,images/ligne_43099.png,CATMuS
Raison si me dit ⁊ enhorte,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43100,images/ligne_43100.png,CATMuS
Mes sauoir doiuent ⁊ entendre,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43101,images/ligne_43101.png,CATMuS
.uii.,French,14,NumberingZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43102,images/ligne_43102.png,CATMuS
Par quoi prelas iadis entrerent,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43103,images/ligne_43103.png,CATMuS
Et dedens leglise honourer,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43104,images/ligne_43104.png,CATMuS
De liglise dont est peeurs,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43105,images/ligne_43105.png,CATMuS
De sainte eglise sont le chief,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43106,images/ligne_43106.png,CATMuS
Nec ut lupos aymaniii horum armati,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43107,images/ligne_43107.png,CATMuS
raucis faucibus ad cor redite filii sed,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43108,images/ligne_43108.png,CATMuS
Tant ont donneur en touz costez,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43109,images/ligne_43109.png,CATMuS
Mais grant lignage ou symonie,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43110,images/ligne_43110.png,CATMuS
Encoquore ifet fauuel fallace,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43111,images/ligne_43111.png,CATMuS
Enesmez chaꝑons ostez,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43112,images/ligne_43112.png,CATMuS
Pour ce souuent leur painne ꝑdent,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43113,images/ligne_43113.png,CATMuS
⁊ moult souuent trop pis paiez,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43114,images/ligne_43114.png,CATMuS
En leur faiz pour exemple prendre,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43115,images/ligne_43115.png,CATMuS
Leschiele tost leur appareille,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43116,images/ligne_43116.png,CATMuS
gem crassamini euis de pastis carnib,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43117,images/ligne_43117.png,CATMuS
Autremẽt que ne fist cephas,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43118,images/ligne_43118.png,CATMuS
⁊ ceus dont il portent lacure,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43119,images/ligne_43119.png,CATMuS
Com la nacele souz la nasse,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43120,images/ligne_43120.png,CATMuS
Sanz eus nest mes nus clerc rente,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43121,images/ligne_43121.png,CATMuS
Tost montent si que cest merueille,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43122,images/ligne_43122.png,CATMuS
Qui plus tart uient pire deli,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43123,images/ligne_43123.png,CATMuS
similes aspidib audire non digamuy,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43124,images/ligne_43124.png,CATMuS
Auis niest que nai pais ueu,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43125,images/ligne_43125.png,CATMuS
Lauainne gloire dont tant louient,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43126,images/ligne_43126.png,CATMuS
Autant le grant comme se mendre,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43127,images/ligne_43127.png,CATMuS
Quil ne semble cest la somme,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43128,images/ligne_43128.png,CATMuS
Ne doiuent pas premier entendre,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43129,images/ligne_43129.png,CATMuS
Ains crossent touz iours leur estas,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43130,images/ligne_43130.png,CATMuS
De li loer ⁊ aourer,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43131,images/ligne_43131.png,CATMuS
nepotusis ⁊ pauper xp̃t clamitat,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43132,images/ligne_43132.png,CATMuS
ut furetur ⁊ mactet ⁊ perdat,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43133,images/ligne_43133.png,CATMuS
de leglise trop pou ueons,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43134,images/ligne_43134.png,CATMuS
⁊ pis rentez que nest celi,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43135,images/ligne_43135.png,CATMuS
Auoir hõneurs ⁊ grans ẜuices,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43136,images/ligne_43136.png,CATMuS
Car le bon ẜiant essaiez,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43137,images/ligne_43137.png,CATMuS
Eniurez sont ne leur souuient,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43138,images/ligne_43138.png,CATMuS
pastores,French,14,MainZone,Cursiva,"Paris, BnF, fr. 146",verse,Narratives,HTRogène,DefaultLine,train,43139,images/ligne_43139.png,CATMuS
